Robert_Aderholt^&^&^2013-06-21 15:50:11^&^&^
VernBuchanan^&^&^2013-04-30 15:58:26^&^&^
VernBuchanan^&^&^2013-04-29 19:31:42^&^&^
VernBuchanan^&^&^2013-04-29 12:05:55^&^&^
VernBuchanan^&^&^2013-04-29 11:55:23^&^&^
VernBuchanan^&^&^2013-04-27 23:10:43^&^&^
VernBuchanan^&^&^2013-04-25 12:31:16^&^&^
VernBuchanan^&^&^2013-04-24 13:32:42^&^&^
VernBuchanan^&^&^2013-04-23 22:37:13^&^&^
VernBuchanan^&^&^2013-04-23 22:16:37^&^&^
VernBuchanan^&^&^2013-04-23 21:02:58^&^&^
VernBuchanan^&^&^2013-04-22 23:10:25^&^&^
VernBuchanan^&^&^2013-04-20 15:45:12^&^&^
VernBuchanan^&^&^2013-04-20 02:12:49^&^&^
VernBuchanan^&^&^2013-04-19 14:54:46^&^&^
VernBuchanan^&^&^2013-04-17 22:18:54^&^&^
VernBuchanan^&^&^2013-04-17 17:12:54^&^&^
VernBuchanan^&^&^2013-04-16 16:24:31^&^&^
VernBuchanan^&^&^2013-04-15 20:52:17^&^&^
VernBuchanan^&^&^2013-04-12 16:37:13^&^&^
VernBuchanan^&^&^2013-04-12 13:11:21^&^&^
VernBuchanan^&^&^2013-04-12 12:57:12^&^&^
VernBuchanan^&^&^2013-04-11 18:15:37^&^&^
VernBuchanan^&^&^2013-04-11 16:39:17^&^&^
VernBuchanan^&^&^2013-04-11 11:51:28^&^&^
VernBuchanan^&^&^2013-04-08 21:49:36^&^&^
VernBuchanan^&^&^2013-04-08 21:43:23^&^&^
VernBuchanan^&^&^2013-04-07 14:28:10^&^&^
VernBuchanan^&^&^2013-03-29 15:13:53^&^&^
VernBuchanan^&^&^2013-03-26 13:59:23^&^&^
VernBuchanan^&^&^2013-03-23 16:14:36^&^&^
VernBuchanan^&^&^2013-03-20 13:23:54^&^&^
VernBuchanan^&^&^2013-03-18 16:02:09^&^&^
VernBuchanan^&^&^2013-03-12 17:12:13^&^&^
VernBuchanan^&^&^2013-03-12 16:56:41^&^&^
VernBuchanan^&^&^2013-03-09 17:40:23^&^&^
VernBuchanan^&^&^2013-03-08 20:27:24^&^&^
VernBuchanan^&^&^2013-03-08 17:22:19^&^&^
VernBuchanan^&^&^2013-03-08 12:34:28^&^&^
VernBuchanan^&^&^2013-03-05 21:23:09^&^&^
VernBuchanan^&^&^2013-03-05 15:06:10^&^&^
VernBuchanan^&^&^2013-03-05 02:10:38^&^&^
VernBuchanan^&^&^2013-03-05 01:52:15^&^&^
VernBuchanan^&^&^2013-03-03 18:41:23^&^&^
VernBuchanan^&^&^2013-03-03 12:45:48^&^&^
VernBuchanan^&^&^2013-03-01 15:39:37^&^&^
VernBuchanan^&^&^2013-03-01 13:45:45^&^&^
VernBuchanan^&^&^2013-03-01 13:13:44^&^&^
VernBuchanan^&^&^2013-02-27 22:23:45^&^&^
VernBuchanan^&^&^2013-02-27 22:06:21^&^&^
VernBuchanan^&^&^2013-02-27 17:39:19^&^&^
VernBuchanan^&^&^2013-02-26 21:09:20^&^&^
VernBuchanan^&^&^2013-02-26 17:58:27^&^&^
VernBuchanan^&^&^2013-02-14 13:47:07^&^&^
VernBuchanan^&^&^2013-02-14 12:28:26^&^&^
VernBuchanan^&^&^2013-02-11 16:23:41^&^&^
VernBuchanan^&^&^2013-02-06 19:51:43^&^&^
VernBuchanan^&^&^2013-02-06 13:48:58^&^&^
VernBuchanan^&^&^2013-01-31 14:21:07^&^&^
VernBuchanan^&^&^2013-01-24 18:01:12^&^&^
VernBuchanan^&^&^2013-01-24 15:45:37^&^&^
VernBuchanan^&^&^2013-01-22 21:39:06^&^&^
VernBuchanan^&^&^2013-01-22 16:39:30^&^&^
VernBuchanan^&^&^2013-01-19 17:29:44^&^&^
VernBuchanan^&^&^2013-01-19 16:16:35^&^&^
VernBuchanan^&^&^2013-01-19 10:42:18^&^&^
VernBuchanan^&^&^2013-01-18 17:26:59^&^&^
VernBuchanan^&^&^2013-01-16 22:04:27^&^&^
VernBuchanan^&^&^2013-01-10 20:30:26^&^&^
VernBuchanan^&^&^2013-01-10 20:14:30^&^&^
VernBuchanan^&^&^2013-01-10 13:16:49^&^&^
VernBuchanan^&^&^2013-01-10 13:09:47^&^&^
VernBuchanan^&^&^2013-01-09 20:47:30^&^&^
VernBuchanan^&^&^2013-01-09 13:11:11^&^&^
VernBuchanan^&^&^2013-01-03 13:47:59^&^&^
VernBuchanan^&^&^2012-12-14 18:04:43^&^&^
VernBuchanan^&^&^2012-12-14 15:58:00^&^&^
VernBuchanan^&^&^2012-12-14 15:56:31^&^&^
VernBuchanan^&^&^2012-12-12 19:03:37^&^&^
VernBuchanan^&^&^2012-12-12 18:54:39^&^&^
VernBuchanan^&^&^2012-12-11 17:55:54^&^&^
VernBuchanan^&^&^2012-12-10 14:11:05^&^&^
VernBuchanan^&^&^2012-12-07 13:10:10^&^&^
VernBuchanan^&^&^2012-12-07 11:12:01^&^&^
VernBuchanan^&^&^2012-12-07 00:10:18^&^&^
VernBuchanan^&^&^2012-12-04 18:06:02^&^&^
VernBuchanan^&^&^2012-12-04 16:00:21^&^&^
VernBuchanan^&^&^2012-11-26 18:39:44^&^&^
VernBuchanan^&^&^2012-11-22 12:55:13^&^&^
VernBuchanan^&^&^2012-11-19 16:21:03^&^&^
VernBuchanan^&^&^2012-11-19 15:55:59^&^&^
VernBuchanan^&^&^2012-11-16 14:49:09^&^&^
VernBuchanan^&^&^2012-10-26 14:59:46^&^&^
VernBuchanan^&^&^2012-10-23 17:13:45^&^&^
VernBuchanan^&^&^2012-10-22 20:46:09^&^&^
VernBuchanan^&^&^2012-09-18 18:26:47^&^&^
VernBuchanan^&^&^2012-09-18 14:19:16^&^&^
VernBuchanan^&^&^2012-09-17 22:08:22^&^&^
VernBuchanan^&^&^2012-09-17 16:49:23^&^&^
VernBuchanan^&^&^2012-09-14 14:43:19^&^&^
VernBuchanan^&^&^2012-09-13 17:33:32^&^&^
VernBuchanan^&^&^2012-09-11 18:50:45^&^&^
VernBuchanan^&^&^2012-09-07 18:54:01^&^&^
VernBuchanan^&^&^2012-09-07 18:50:28^&^&^
VernBuchanan^&^&^2012-09-05 19:21:52^&^&^
VernBuchanan^&^&^2012-08-25 17:31:43^&^&^
VernBuchanan^&^&^2012-08-24 17:13:17^&^&^
VernBuchanan^&^&^2012-08-23 21:34:36^&^&^
VernBuchanan^&^&^2012-08-22 14:04:58^&^&^
VernBuchanan^&^&^2012-08-22 14:01:41^&^&^
VernBuchanan^&^&^2012-08-10 15:03:06^&^&^
VernBuchanan^&^&^2012-08-01 18:33:03^&^&^
VernBuchanan^&^&^2012-07-26 13:54:43^&^&^
VernBuchanan^&^&^2012-07-25 12:51:58^&^&^
VernBuchanan^&^&^2012-07-25 12:35:03^&^&^
VernBuchanan^&^&^2012-07-20 13:57:35^&^&^
VernBuchanan^&^&^2012-07-16 14:27:15^&^&^
VernBuchanan^&^&^2012-07-06 13:24:10^&^&^
VernBuchanan^&^&^2012-07-04 12:43:51^&^&^
VernBuchanan^&^&^2012-07-02 12:49:32^&^&^
VernBuchanan^&^&^2012-06-28 16:45:56^&^&^
VernBuchanan^&^&^2012-06-27 16:18:30^&^&^
VernBuchanan^&^&^2012-06-25 14:49:29^&^&^
VernBuchanan^&^&^2012-06-23 14:25:52^&^&^
VernBuchanan^&^&^2012-06-20 18:45:38^&^&^
VernBuchanan^&^&^2012-06-18 20:12:18^&^&^
VernBuchanan^&^&^2012-06-18 20:03:54^&^&^
VernBuchanan^&^&^2012-06-09 22:50:01^&^&^
VernBuchanan^&^&^2012-06-08 20:14:44^&^&^
VernBuchanan^&^&^2012-06-08 20:13:04^&^&^
VernBuchanan^&^&^2012-06-08 20:05:43^&^&^
VernBuchanan^&^&^2012-06-08 19:55:22^&^&^
VernBuchanan^&^&^2012-06-08 19:32:30^&^&^
VernBuchanan^&^&^2012-06-08 18:43:42^&^&^
VernBuchanan^&^&^2012-06-08 18:26:20^&^&^
VernBuchanan^&^&^2012-06-08 16:46:55^&^&^
VernBuchanan^&^&^2012-06-08 16:25:02^&^&^
VernBuchanan^&^&^2012-06-08 15:22:22^&^&^
VernBuchanan^&^&^2012-06-08 12:10:36^&^&^
VernBuchanan^&^&^2012-06-08 11:37:54^&^&^
VernBuchanan^&^&^2012-06-08 11:36:04^&^&^
VernBuchanan^&^&^2012-06-08 03:08:59^&^&^
VernBuchanan^&^&^2012-06-08 02:30:52^&^&^
VernBuchanan^&^&^2012-06-07 21:55:53^&^&^
VernBuchanan^&^&^2012-06-07 19:38:22^&^&^
VernBuchanan^&^&^2012-06-07 18:44:07^&^&^
VernBuchanan^&^&^2012-06-07 16:21:07^&^&^
VernBuchanan^&^&^2012-06-07 15:21:30^&^&^
SenJohnBarrasso^&^&^2013-06-20 18:12:02^&^&^
SenJohnBarrasso^&^&^2013-06-20 14:27:12^&^&^
SenJohnBarrasso^&^&^2013-06-20 14:26:07^&^&^
SenJohnBarrasso^&^&^2013-06-19 19:09:59^&^&^
SenJohnBarrasso^&^&^2013-06-19 17:08:46^&^&^
SenJohnBarrasso^&^&^2013-06-18 20:51:01^&^&^
SenJohnBarrasso^&^&^2013-06-18 20:09:39^&^&^
SenJohnBarrasso^&^&^2013-06-18 00:49:46^&^&^
SenJohnBarrasso^&^&^2013-06-17 21:17:46^&^&^
SenJohnBarrasso^&^&^2013-06-17 14:51:10^&^&^
SenJohnBarrasso^&^&^2013-06-17 14:29:42^&^&^
SenJohnBarrasso^&^&^2013-06-17 13:54:24^&^&^
SenJohnBarrasso^&^&^2013-06-12 19:53:32^&^&^
SenJohnBarrasso^&^&^2013-06-12 15:31:30^&^&^
SenJohnBarrasso^&^&^2013-06-12 15:30:05^&^&^
SenJohnBarrasso^&^&^2013-06-11 20:48:33^&^&^
SenJohnBarrasso^&^&^2013-06-07 15:00:01^&^&^
SenJohnBarrasso^&^&^2013-06-06 19:20:22^&^&^
SenJohnBarrasso^&^&^2013-06-06 19:18:20^&^&^
SenJohnBarrasso^&^&^2013-06-05 21:27:44^&^&^
SenJohnBarrasso^&^&^2013-06-05 20:53:06^&^&^
SenJohnBarrasso^&^&^2013-06-05 15:37:14^&^&^
SenJohnBarrasso^&^&^2013-06-05 15:34:58^&^&^
SenJohnBarrasso^&^&^2013-06-04 19:24:03^&^&^
SenJohnBarrasso^&^&^2013-06-04 14:44:53^&^&^
SenJohnBarrasso^&^&^2013-05-30 15:27:14^&^&^
SenJohnBarrasso^&^&^2013-05-30 15:25:21^&^&^
SenJohnBarrasso^&^&^2013-05-29 19:03:39^&^&^
SenJohnBarrasso^&^&^2013-05-24 14:08:50^&^&^
SenJohnBarrasso^&^&^2013-05-24 13:37:41^&^&^
SenJohnBarrasso^&^&^2013-05-23 17:47:36^&^&^
SenJohnBarrasso^&^&^2013-05-23 15:22:14^&^&^
SenJohnBarrasso^&^&^2013-05-23 15:06:02^&^&^
SenJohnBarrasso^&^&^2013-05-23 14:05:15^&^&^
SenJohnBarrasso^&^&^2013-05-23 14:03:38^&^&^
SenJohnBarrasso^&^&^2013-05-21 21:55:21^&^&^
SenJohnBarrasso^&^&^2013-05-21 14:46:42^&^&^
SenJohnBarrasso^&^&^2013-05-21 13:24:08^&^&^
SenJohnBarrasso^&^&^2013-05-20 19:16:57^&^&^
SenJohnBarrasso^&^&^2013-05-20 14:41:32^&^&^
SenJohnBarrasso^&^&^2013-05-17 22:41:57^&^&^
SenJohnBarrasso^&^&^2013-05-17 22:39:56^&^&^
SenJohnBarrasso^&^&^2013-05-17 18:59:42^&^&^
SenJohnBarrasso^&^&^2013-05-16 20:11:32^&^&^
SenJohnBarrasso^&^&^2013-05-16 15:01:51^&^&^
SenJohnBarrasso^&^&^2013-05-15 19:41:27^&^&^
SenJohnBarrasso^&^&^2013-05-15 19:40:29^&^&^
SenJohnBarrasso^&^&^2013-05-15 17:00:08^&^&^
SenJohnBarrasso^&^&^2013-05-15 15:13:47^&^&^
SenJohnBarrasso^&^&^2013-05-15 15:11:58^&^&^
SenJohnBarrasso^&^&^2013-05-15 00:00:08^&^&^
SenJohnBarrasso^&^&^2013-05-14 22:09:38^&^&^
SenJohnBarrasso^&^&^2013-05-14 21:21:06^&^&^
SenJohnBarrasso^&^&^2013-05-14 19:22:04^&^&^
SenJohnBarrasso^&^&^2013-05-14 15:58:11^&^&^
SenJohnBarrasso^&^&^2013-05-14 14:25:33^&^&^
SenJohnBarrasso^&^&^2013-05-13 16:59:34^&^&^
SenJohnBarrasso^&^&^2013-05-13 15:20:03^&^&^
SenJohnBarrasso^&^&^2013-05-13 15:19:13^&^&^
SenJohnBarrasso^&^&^2013-05-13 14:58:36^&^&^
SenJohnBarrasso^&^&^2013-05-13 14:53:18^&^&^
SenJohnBarrasso^&^&^2013-05-10 20:45:27^&^&^
SenJohnBarrasso^&^&^2013-05-10 18:14:03^&^&^
SenJohnBarrasso^&^&^2013-05-10 18:11:44^&^&^
SenJohnBarrasso^&^&^2013-05-09 21:30:44^&^&^
SenJohnBarrasso^&^&^2013-05-09 20:24:36^&^&^
SenJohnBarrasso^&^&^2013-05-09 16:22:46^&^&^
SenJohnBarrasso^&^&^2013-05-09 15:45:57^&^&^
SenJohnBarrasso^&^&^2013-05-08 19:17:55^&^&^
SenJohnBarrasso^&^&^2013-05-07 19:00:24^&^&^
SenJohnBarrasso^&^&^2013-05-07 18:35:06^&^&^
SenJohnBarrasso^&^&^2013-05-07 17:01:49^&^&^
SenJohnBarrasso^&^&^2013-05-07 17:00:47^&^&^
SenJohnBarrasso^&^&^2013-05-07 16:00:52^&^&^
SenJohnBarrasso^&^&^2013-05-07 13:56:44^&^&^
SenJohnBarrasso^&^&^2013-05-07 13:55:57^&^&^
SenJohnBarrasso^&^&^2013-05-03 17:26:01^&^&^
SenJohnBarrasso^&^&^2013-05-03 14:09:25^&^&^
SenJohnBarrasso^&^&^2013-05-03 13:04:58^&^&^
SenJohnBarrasso^&^&^2013-05-03 11:07:13^&^&^
SenJohnBarrasso^&^&^2013-05-02 22:10:34^&^&^
SenJohnBarrasso^&^&^2013-05-02 20:55:57^&^&^
SenJohnBarrasso^&^&^2013-05-02 20:00:29^&^&^
SenJohnBarrasso^&^&^2013-05-02 19:44:08^&^&^
SenJohnBarrasso^&^&^2013-05-02 15:06:34^&^&^
SenJohnBarrasso^&^&^2013-05-02 14:38:01^&^&^
SenJohnBarrasso^&^&^2013-05-02 14:35:54^&^&^
SenJohnBarrasso^&^&^2013-05-02 14:33:54^&^&^
SenJohnBarrasso^&^&^2013-05-02 14:32:34^&^&^
SenJohnBarrasso^&^&^2013-05-01 15:27:36^&^&^
SenJohnBarrasso^&^&^2013-05-01 02:07:25^&^&^
SenJohnBarrasso^&^&^2013-04-30 23:38:10^&^&^
SenJohnBarrasso^&^&^2013-04-30 13:58:34^&^&^
SenJohnBarrasso^&^&^2013-04-29 14:20:48^&^&^
SenJohnBarrasso^&^&^2013-04-24 19:34:08^&^&^
SenJohnBarrasso^&^&^2013-04-24 17:14:48^&^&^
SenJohnBarrasso^&^&^2013-04-24 17:10:04^&^&^
SenJohnBarrasso^&^&^2013-04-24 14:01:30^&^&^
SenJohnBarrasso^&^&^2013-04-23 20:19:41^&^&^
SenJohnBarrasso^&^&^2013-04-23 15:07:46^&^&^
SenJohnBarrasso^&^&^2013-04-22 20:17:35^&^&^
SenJohnBarrasso^&^&^2013-04-22 17:57:50^&^&^
SenJohnBarrasso^&^&^2013-04-19 14:44:48^&^&^
SenJohnBarrasso^&^&^2013-04-18 16:47:57^&^&^
SenJohnBarrasso^&^&^2013-04-18 15:56:56^&^&^
SenJohnBarrasso^&^&^2013-04-17 19:53:12^&^&^
SenJohnBarrasso^&^&^2013-04-17 18:58:54^&^&^
SenJohnBarrasso^&^&^2013-04-17 18:38:06^&^&^
SenJohnBarrasso^&^&^2013-04-17 17:41:51^&^&^
SenJohnBarrasso^&^&^2013-04-16 21:59:16^&^&^
SenJohnBarrasso^&^&^2013-04-16 19:13:06^&^&^
SenJohnBarrasso^&^&^2013-04-15 18:51:49^&^&^
SenJohnBarrasso^&^&^2013-04-15 15:28:08^&^&^
SenJohnBarrasso^&^&^2013-04-11 20:09:47^&^&^
SenJohnBarrasso^&^&^2013-04-11 19:07:32^&^&^
SenJohnBarrasso^&^&^2013-04-11 16:07:01^&^&^
SenJohnBarrasso^&^&^2013-04-11 13:49:23^&^&^
SenJohnBarrasso^&^&^2013-04-11 13:46:55^&^&^
SenJohnBarrasso^&^&^2013-04-10 20:24:50^&^&^
SenJohnBarrasso^&^&^2013-04-10 16:19:57^&^&^
SenJohnBarrasso^&^&^2013-04-10 14:16:37^&^&^
SenJohnBarrasso^&^&^2013-04-09 18:45:31^&^&^
SenJohnBarrasso^&^&^2013-04-09 15:17:33^&^&^
SenJohnBarrasso^&^&^2013-04-05 15:13:52^&^&^
SenJohnBarrasso^&^&^2013-04-05 14:57:12^&^&^
SenJohnBarrasso^&^&^2013-04-05 14:55:38^&^&^
SenJohnBarrasso^&^&^2013-04-04 18:16:33^&^&^
SenJohnBarrasso^&^&^2013-04-03 18:24:31^&^&^
SenJohnBarrasso^&^&^2013-04-02 18:50:02^&^&^
SenJohnBarrasso^&^&^2013-04-02 18:46:47^&^&^
SenJohnBarrasso^&^&^2013-04-02 18:32:39^&^&^
SenJohnBarrasso^&^&^2013-03-28 14:40:50^&^&^
SenJohnBarrasso^&^&^2013-03-27 16:35:29^&^&^
SenJohnBarrasso^&^&^2013-03-27 15:20:05^&^&^
SenJohnBarrasso^&^&^2013-03-26 18:42:43^&^&^
SenJohnBarrasso^&^&^2013-03-22 19:27:00^&^&^
SenJohnBarrasso^&^&^2013-03-22 17:39:18^&^&^
SenJohnBarrasso^&^&^2013-03-22 16:53:00^&^&^
SenJohnBarrasso^&^&^2013-03-22 14:42:22^&^&^
SenJohnBarrasso^&^&^2013-03-22 14:29:17^&^&^
SenJohnBarrasso^&^&^2013-03-22 13:19:15^&^&^
SenJohnBarrasso^&^&^2013-03-21 22:02:32^&^&^
SenJohnBarrasso^&^&^2013-03-21 20:58:38^&^&^
SenJohnBarrasso^&^&^2013-03-21 14:04:29^&^&^
SenJohnBarrasso^&^&^2013-03-20 19:35:29^&^&^
SenJohnBarrasso^&^&^2013-03-20 16:31:16^&^&^
SenJohnBarrasso^&^&^2013-03-20 15:32:02^&^&^
SenJohnBarrasso^&^&^2013-03-20 14:56:03^&^&^
SenJohnBarrasso^&^&^2013-03-20 13:53:38^&^&^
SenJohnBarrasso^&^&^2013-03-19 21:53:38^&^&^
SenJohnBarrasso^&^&^2013-03-19 17:52:42^&^&^
SenJohnBarrasso^&^&^2013-03-19 16:33:28^&^&^
SenJohnBarrasso^&^&^2013-03-19 16:28:47^&^&^
SenJohnBarrasso^&^&^2013-03-19 16:25:39^&^&^
SenJohnBarrasso^&^&^2013-03-19 14:56:50^&^&^
SenJohnBarrasso^&^&^2013-03-19 13:36:47^&^&^
SenJohnBarrasso^&^&^2013-03-19 13:21:18^&^&^
SenJohnBarrasso^&^&^2013-03-19 11:34:54^&^&^
SenJohnBarrasso^&^&^2013-03-18 21:32:29^&^&^
SenJohnBarrasso^&^&^2013-03-18 14:30:02^&^&^
SenJohnBarrasso^&^&^2013-03-18 13:44:37^&^&^
SenJohnBarrasso^&^&^2013-03-15 14:55:06^&^&^
SenJohnBarrasso^&^&^2013-03-14 19:59:41^&^&^
SenJohnBarrasso^&^&^2013-03-14 14:34:47^&^&^
SenJohnBarrasso^&^&^2013-03-14 13:44:01^&^&^
SenJohnBarrasso^&^&^2013-03-14 11:58:50^&^&^
SenJohnBarrasso^&^&^2013-03-13 14:43:10^&^&^
SenJohnBarrasso^&^&^2013-03-12 21:49:38^&^&^
SenJohnBarrasso^&^&^2013-03-12 19:42:37^&^&^
SenJohnBarrasso^&^&^2013-03-12 18:46:15^&^&^
SenJohnBarrasso^&^&^2013-03-12 16:41:55^&^&^
SenJohnBarrasso^&^&^2013-03-11 19:56:07^&^&^
SenJohnBarrasso^&^&^2013-03-11 19:44:37^&^&^
SenJohnBarrasso^&^&^2013-03-11 15:46:21^&^&^
SenJohnBarrasso^&^&^2013-03-08 18:14:40^&^&^
SenJohnBarrasso^&^&^2013-03-08 16:20:05^&^&^
SenJohnBarrasso^&^&^2013-03-08 01:08:59^&^&^
SenJohnBarrasso^&^&^2013-03-07 23:04:48^&^&^
SenJohnBarrasso^&^&^2013-03-07 22:26:10^&^&^
SenJohnBarrasso^&^&^2013-03-07 22:18:47^&^&^
SenJohnBarrasso^&^&^2013-03-07 19:01:37^&^&^
SenJohnBarrasso^&^&^2013-03-07 16:37:20^&^&^
SenJohnBarrasso^&^&^2013-03-07 14:59:13^&^&^
SenJohnBarrasso^&^&^2013-03-07 14:38:26^&^&^
SenJohnBarrasso^&^&^2013-03-06 21:17:35^&^&^
SenJohnBarrasso^&^&^2013-03-06 18:12:14^&^&^
SenJohnBarrasso^&^&^2013-03-06 16:31:08^&^&^
SenJohnBarrasso^&^&^2013-03-05 22:59:42^&^&^
SenJohnBarrasso^&^&^2013-03-05 22:58:41^&^&^
SenJohnBarrasso^&^&^2013-03-05 21:51:55^&^&^
SenJohnBarrasso^&^&^2013-03-05 21:15:19^&^&^
SenJohnBarrasso^&^&^2013-03-05 20:45:56^&^&^
SenJohnBarrasso^&^&^2013-03-05 19:45:40^&^&^
SenJohnBarrasso^&^&^2013-03-05 16:27:12^&^&^
SenJohnBarrasso^&^&^2013-03-04 22:58:53^&^&^
SenJohnBarrasso^&^&^2013-02-28 17:06:20^&^&^
SenJohnBarrasso^&^&^2013-02-28 16:16:47^&^&^
SenJohnBarrasso^&^&^2013-02-27 22:12:35^&^&^
SenJohnBarrasso^&^&^2013-02-27 18:58:26^&^&^
SenJohnBarrasso^&^&^2013-02-27 18:24:40^&^&^
RepPaulBrounMD^&^&^2013-06-18 16:55:44^&^&^
RepPaulBrounMD^&^&^2013-06-14 20:56:02^&^&^
RepPaulBrounMD^&^&^2013-06-11 19:40:56^&^&^
RepPaulBrounMD^&^&^2013-06-11 19:40:16^&^&^
RepPaulBrounMD^&^&^2013-06-03 14:09:07^&^&^
RepPaulBrounMD^&^&^2013-05-23 00:35:27^&^&^
RepPaulBrounMD^&^&^2013-05-22 17:14:14^&^&^
RepPaulBrounMD^&^&^2013-05-22 17:07:48^&^&^
RepPaulBrounMD^&^&^2013-05-14 13:13:24^&^&^
RepPaulBrounMD^&^&^2013-05-10 12:04:52^&^&^
RepPaulBrounMD^&^&^2013-05-08 18:29:57^&^&^
RepPaulBrounMD^&^&^2013-05-07 20:40:10^&^&^
RepPaulBrounMD^&^&^2013-05-02 20:07:38^&^&^
RepPaulBrounMD^&^&^2013-04-30 18:35:29^&^&^
RepPaulBrounMD^&^&^2013-04-30 18:32:48^&^&^
RepPaulBrounMD^&^&^2013-04-25 20:18:13^&^&^
RepPaulBrounMD^&^&^2013-04-25 20:11:00^&^&^
RepPaulBrounMD^&^&^2013-04-25 16:42:29^&^&^
RepPaulBrounMD^&^&^2013-04-24 20:24:13^&^&^
RepPaulBrounMD^&^&^2013-04-18 20:34:58^&^&^
RepPaulBrounMD^&^&^2013-04-16 20:33:58^&^&^
RepPaulBrounMD^&^&^2013-04-15 19:54:44^&^&^
RepPaulBrounMD^&^&^2013-04-15 15:57:07^&^&^
RepPaulBrounMD^&^&^2013-04-12 20:17:15^&^&^
RepPaulBrounMD^&^&^2013-04-11 21:05:30^&^&^
RepPaulBrounMD^&^&^2013-04-11 20:35:06^&^&^
RepPaulBrounMD^&^&^2013-03-25 17:49:49^&^&^
RepPaulBrounMD^&^&^2013-03-22 21:03:42^&^&^
RepPaulBrounMD^&^&^2013-03-19 17:10:36^&^&^
RepPaulBrounMD^&^&^2013-03-18 23:55:26^&^&^
RepPaulBrounMD^&^&^2013-03-15 23:54:45^&^&^
RepPaulBrounMD^&^&^2013-03-14 16:33:12^&^&^
RepPaulBrounMD^&^&^2013-03-13 20:47:28^&^&^
RepPaulBrounMD^&^&^2013-03-13 19:41:09^&^&^
RepPaulBrounMD^&^&^2013-03-11 18:23:06^&^&^
RepPaulBrounMD^&^&^2013-03-05 20:52:57^&^&^
RepPaulBrounMD^&^&^2013-03-05 18:54:09^&^&^
RepPaulBrounMD^&^&^2013-03-04 23:29:38^&^&^
RepPaulBrounMD^&^&^2013-02-28 22:28:56^&^&^
RepPaulBrounMD^&^&^2013-02-27 22:04:58^&^&^
RepPaulBrounMD^&^&^2013-02-26 21:34:47^&^&^
RepPaulBrounMD^&^&^2013-02-19 21:03:02^&^&^
RepPaulBrounMD^&^&^2013-02-13 17:17:32^&^&^
RepPaulBrounMD^&^&^2013-02-12 21:05:52^&^&^
RepPaulBrounMD^&^&^2013-02-12 16:47:08^&^&^
RepPaulBrounMD^&^&^2013-02-04 20:17:10^&^&^
RepPaulBrounMD^&^&^2013-02-01 23:10:30^&^&^
RepPaulBrounMD^&^&^2013-01-23 19:11:26^&^&^
RepPaulBrounMD^&^&^2013-01-22 23:17:09^&^&^
RepPaulBrounMD^&^&^2013-01-22 21:52:12^&^&^
RepPaulBrounMD^&^&^2013-01-22 18:13:12^&^&^
RepPaulBrounMD^&^&^2013-01-15 16:11:45^&^&^
RepPaulBrounMD^&^&^2013-01-14 22:28:11^&^&^
RepPaulBrounMD^&^&^2013-01-03 23:04:20^&^&^
RepPaulBrounMD^&^&^2013-01-03 15:47:46^&^&^
RepPaulBrounMD^&^&^2012-12-20 20:04:27^&^&^
RepPaulBrounMD^&^&^2012-12-20 17:16:56^&^&^
RepPaulBrounMD^&^&^2012-12-04 21:44:50^&^&^
RepPaulBrounMD^&^&^2012-12-04 20:13:21^&^&^
RepPaulBrounMD^&^&^2012-11-30 16:10:20^&^&^
RepPaulBrounMD^&^&^2012-11-29 19:23:24^&^&^
RepPaulBrounMD^&^&^2012-11-28 17:20:49^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:44:35^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:41:55^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:38:27^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:38:07^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:34:40^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:34:10^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:31:36^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:31:05^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:28:14^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:26:33^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:25:29^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:23:51^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:22:56^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:21:12^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:20:00^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:19:21^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:13:01^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:11:42^&^&^
RepPaulBrounMD^&^&^2012-11-28 16:07:09^&^&^
RepPaulBrounMD^&^&^2012-11-28 14:21:21^&^&^
RepPaulBrounMD^&^&^2012-11-27 18:54:00^&^&^
RepPaulBrounMD^&^&^2012-11-19 20:33:31^&^&^
RepPaulBrounMD^&^&^2012-11-15 19:40:23^&^&^
RepPaulBrounMD^&^&^2012-11-15 17:28:29^&^&^
RepPaulBrounMD^&^&^2012-11-13 16:43:20^&^&^
RepPaulBrounMD^&^&^2012-10-24 18:46:47^&^&^
RepPaulBrounMD^&^&^2012-10-15 20:22:19^&^&^
